capacity_scenario,hour_index,region,capacity_accelerator_hours,capacity_status
central,0,east,4.0,static engineering mechanism scenario; not operator capacity
central,539,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,539,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,540,east,4.0,static engineering mechanism scenario; not operator capacity
central,540,north,2.0,static engineering mechanism scenario; not operator capacity
central,540,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,540,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,541,east,4.0,static engineering mechanism scenario; not operator capacity
central,541,north,2.0,static engineering mechanism scenario; not operator capacity
central,541,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,541,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,542,east,4.0,static engineering mechanism scenario; not operator capacity
central,542,north,2.0,static engineering mechanism scenario; not operator capacity
central,542,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,542,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,543,east,4.0,static engineering mechanism scenario; not operator capacity
central,543,north,2.0,static engineering mechanism scenario; not operator capacity
central,543,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,543,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,544,east,4.0,static engineering mechanism scenario; not operator capacity
central,544,north,2.0,static engineering mechanism scenario; not operator capacity
central,544,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,544,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,545,east,4.0,static engineering mechanism scenario; not operator capacity
central,545,north,2.0,static engineering mechanism scenario; not operator capacity
central,545,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,545,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,546,east,4.0,static engineering mechanism scenario; not operator capacity
central,546,north,2.0,static engineering mechanism scenario; not operator capacity
central,546,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,546,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,547,east,4.0,static engineering mechanism scenario; not operator capacity
central,547,north,2.0,static engineering mechanism scenario; not operator capacity
central,547,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,547,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,548,east,4.0,static engineering mechanism scenario; not operator capacity
central,548,north,2.0,static engineering mechanism scenario; not operator capacity
central,548,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,548,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,549,east,4.0,static engineering mechanism scenario; not operator capacity
central,549,north,2.0,static engineering mechanism scenario; not operator capacity
central,549,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,549,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,550,east,4.0,static engineering mechanism scenario; not operator capacity
central,550,north,2.0,static engineering mechanism scenario; not operator capacity
central,550,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,550,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,551,east,4.0,static engineering mechanism scenario; not operator capacity
central,551,north,2.0,static engineering mechanism scenario; not operator capacity
central,551,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,551,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,552,east,4.0,static engineering mechanism scenario; not operator capacity
central,552,north,2.0,static engineering mechanism scenario; not operator capacity
central,552,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,552,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,553,east,4.0,static engineering mechanism scenario; not operator capacity
central,553,north,2.0,static engineering mechanism scenario; not operator capacity
central,553,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,553,southwest,2.0,static engineering mechanism scenario; not operator capacity
tight,0,east,2.5,static engineering mechanism scenario; not operator capacity
tight,0,north,1.5,static engineering mechanism scenario; not operator capacity
tight,0,northwest,1.5,static engineering mechanism scenario; not operator capacity
